recording_id,segment_idx,disfluency_type,clip_path,text
825727,29,filler_आ,outputs\disfluency_clips\825727_29_filler_आ.wav,"ये कोई ऐसे ऐसे पक्षियों और ऐसे ऐसे पशु थे जो ट्रेन के पास आ गए थे । तो हमें वहीं से डर लगना स्टार्ट हो गया था मैंने कहा हम लोगों ने मतलब वो जो रात बिताई काफी भयानक रात थी, मतलब जिस जगह पे हम लोग सोए थे।"
825727,30,filler_मतलब,outputs\disfluency_clips\825727_30_filler_मतलब.wav,जो ह जो भी हमारे जो भी हमारे चीट हम लोके गए थे लो के लेके गए थे हाँ तो वहां पे जब हम लोग सोए थे रात को तो स सा मतलब
825727,31,filler_आ,outputs\disfluency_clips\825727_31_filler_आ.wav,शेर की दहाड़ने की आवाज आ रही थी। लोग काफी मतलब भयानक चीज़ मुझ लग रहा था कि शेर कब आएगा। कब मतलब पूरी इसकी चक्कर में पूरी रात सोन नहीं पाए तो काफी मतलब डरावना और काफी मतलब डरावना बोले और मज़ेदार दोनों
825727,33,filler_तो,outputs\disfluency_clips\825727_33_filler_तो.wav,तंबू और खाना जैसे जरूरी चीजों को पैक करना तो जहां तक मुझे याद है तो हम लोगों ने जो वीडियो विडोज़ देखे थे उसके थ्रू हमने ओनलाइन तंबू मंगाया था तंबू लेके गए थे लोग और एक मजा एक चीज होता है ना कि अब
825727,34,filler_मतलब,outputs\disfluency_clips\825727_34_filler_मतलब.wav,नहीं जाते वहां पर बना की खाने का जो मजा होता है ना वो अलग होता है तो हम लोगों ने रात को मतलब हम तो खाने वाले सामान लेके गए थे वहाँ पर बनाने के लिए जो सारी सामान सारी सभी साम्रगी में वो लेकर गए थे वहां पर हम रात के रात को मतलब उसके
825727,35,filler_मतलब,outputs\disfluency_clips\825727_35_filler_मतलब.wav,लकड़ी जला के जंगलों से मतलब जैसे पहले लोग पुराने लोग करते थे न लकड़ी जला के
825727,37,filler_तो,outputs\disfluency_clips\825727_37_filler_तो.wav,बिल्कुल बिल्कुल तो हम लोगों ने किया था वैसे हम लोगों ने किया था मैं बता रहा हू ठंड का मौसम था वो तो
988596,0,filler_आ,outputs\disfluency_clips\988596_0_filler_आ.wav,लेकिन हम लोग इसे छुपछुप के लोगों के घर जाकर खेला करते थे यही सब शरारत थी आपकी कुछ ऐसी याद हो तो बता सकते हैं अ
988596,2,repetition_जी,outputs\disfluency_clips\988596_2_repetition_जी.wav,जी जी
988596,4,filler_तो,outputs\disfluency_clips\988596_4_filler_तो.wav,तो
988596,5,repetition_जी,outputs\disfluency_clips\988596_5_repetition_जी.wav,जी जी
988596,10,repetition_जी,outputs\disfluency_clips\988596_10_repetition_जी.wav,जी जी
988596,11,filler_आ,outputs\disfluency_clips\988596_11_filler_आ.wav,आपकी आवाज कट रही है आपकी आवाज थोड़ा कट रही है आपकी आवाज थोडी कट रही हैं हलो
988596,13,filler_आ,outputs\disfluency_clips\988596_13_filler_आ.wav,आपकी आवाज़ थोड़ी कट कट के आ रही है
988596,14,filler_आ,outputs\disfluency_clips\988596_14_filler_आ.wav,"हां अभी आ रही हैं, अभी आपकी आवाज , हेल्लो"
988596,15,filler_आ,outputs\disfluency_clips\988596_15_filler_आ.wav,हां तो थोड़ा सा आवाज कट
988596,16,filler_आ,outputs\disfluency_clips\988596_16_filler_आ.wav,जी जी ये तो ये तो मतलब ये बोला आपने बोला कि जो बचपन में तो यही होता था ना कि जो मां बोले तो वो चीजें नहीं करनी होती है जो पेरेंट्स बोलें तो वो ही नहीं करनी होती है जो चीजे मना करी वो करने में बहुत ही मजा आता है
988596,17,filler_आ,outputs\disfluency_clips\988596_17_filler_आ.wav,तो हम लोग के साथ भी ऐसा था जैसा आपने बोला कि ऐसे लंच वाला वाली चीजें तो हम लोग को भी ये ही था।क्या था कि लंच में ना खेलना खेलने के चक्कर में हम लोग लंच नहीं खाते थे तो और मम्मी के दर से क्या करते थे तो वो फेंक।
988596,18,filler_आ,outputs\disfluency_clips\988596_18_filler_आ.wav,तो सकते नहीं है उतनी अकल भी नहीं थी तो बैग के जो ऊपर वाले हिस्से होते हैं ना उसमें डाल डाल के रख लेते थे और खाली डिब्बा लेकर आ जाते थे बट इतनी अकल नहीं थी कि वो फेंक दे या किसी को खिला दे ये मतलब तो ऐसा नहीं सोच सकते तो जब हम
988596,19,filler_मतलब,outputs\disfluency_clips\988596_19_filler_मतलब.wav,साल में मम्मी धोती थी न बैग को दस दिन में पंद्रह दिन पे जब बैग धोती थी तो उस समय वो निकलता था पूरी पराठे जो भी रहते थे तो उसके लिए बहुत डांट पड़ती थी मतलब जो यह करती हो खाना नहीं खाती उसके लिए कंप्लेंट भी बेसिकली किया गया
988596,20,filler_आ,outputs\disfluency_clips\988596_20_filler_आ.wav,तो जो हर स्कूल में होती है ना दाई तो फिर हम लोगों को थोड़ा सा यह सब मतलब लंच चेक करके उसको मम्मी ज्यादा पैसे देती थी कोशिश ना कि आप लोग आप तो यह चेक कर लीजिएगा कि लोग खा रही है कि नहीं तो यह सब होता था।
988596,21,filler_मतलब,outputs\disfluency_clips\988596_21_filler_मतलब.wav,"ओर फिर एक और चीज है कि जैसे हम लोग छोटे थे ना, हम लोग खेलते थे एक जगह, तो मम्मी ना मना। करती थी, मतलब वो, वो घर खाली था, बहुत दिनों से खाली था, और बच्चों को तो खाली जगह ही चाहिए ना, कि वहां पर कोई."
988596,22,filler_मतलब,outputs\disfluency_clips\988596_22_filler_मतलब.wav,"ये ना करें मतलब डिस्टर्ब न करें खेलने में ये ऐसा कुछ तो हम लोग वहां पे खेलने जाते थे तो बट मम्मी तो वो खाली जगह था, तो पता नहीं वहां पे कुछ ऐसा था, कि नहीं जाना होता हैं, या ये भी जो भी तो मम्मी नहीं चाहती थी कि उधर जाएं।"
988596,23,filler_तो,outputs\disfluency_clips\988596_23_filler_तो.wav,लेकिन हम लोगो को हम लोग हमेशा उधर ही खेलने जाते थे तो उस उस चक्कर में फिर एक दिन मम्मी बैठा के हम लोगों को इतना डरावनी डरावनी कहानिया सुना दी फिर उसके बाद फिर हम लोग उधर से जाना ही छोड़ दिए और
988596,24,filler_आ,outputs\disfluency_clips\988596_24_filler_आ.wav,ऐसा हो गया था डर के मारे कि उधर देखते भी थे न तो जितनी भी कहानियां बताईं थी मम्मी तो वो सब नजर आता था वहां पे तो हम लोग उसके बाद बहुत डर डर के रहते थे और उधर नहीं जा मतलब मम्मी का जो काम था न वो हो गया कि नहीं जाने वह कितना भी मना की तो नहीं माने
988596,25,filler_आ,outputs\disfluency_clips\988596_25_filler_आ.wav,बट बोल बोल दी तो फिर जाना बंद कर देंगे हम लोग बहुत ज्यादा शरारत किया करते थे आज कल के तो बच्चे ऐसा होता नहीं है तो आगे का टॉपिक है किसी निर्दोष शरारत की कहानी सुनाइए और बताइए उसके
988596,26,filler_तो,outputs\disfluency_clips\988596_26_filler_तो.wav,उस का क्या नतीजा निकला तो कभी ऐसा कुछ शरारत किये है जिनका कुछ ऐसा भयंकर सा नतीजा निकला हो
988596,27,filler_आ,outputs\disfluency_clips\988596_27_filler_आ.wav,हेलो हेलो हेलो आपकी आवाज नहीं आ रहीं बिल्कुल भी आपकी आवाज बिलकुल भी नहीं आ रही है
988596,28,filler_आ,outputs\disfluency_clips\988596_28_filler_आ.wav,हेलो आपकी आवाज बिल्कुल भी नहीं आ रही है
990175,0,repetition_जी,outputs\disfluency_clips\990175_0_repetition_जी.wav,जी जी जी
990175,1,filler_मतलब,outputs\disfluency_clips\990175_1_filler_मतलब.wav,जी जी मेरे तो जैसे बहुत सारी यादे हैं कि मैं बताओं तो मे अ मेरा क्या था कि अ मतलब हमें तो बहुत ही किया जैसे कि हम लोग थर्ड फोर्ट में थे तो
990175,2,filler_तो,outputs\disfluency_clips\990175_2_filler_तो.wav,जैसे मेरी मम्मी ने कभी कोई अच्छा लंच नहीं दिया ऐसे होता है ना कभी हम लोग रोटी भुजिया लेके जाते थे पराठा भुजिया लेके जाते थे मुझे ना वो उतना पसंद नहीं था जिससे कोई पराठा के साथ सब्जी रहती थी तो मैं खा लेती थी लेकिन जो भुजिया के साथ
990175,3,filler_अह,outputs\disfluency_clips\990175_3_filler_अह.wav,पराठा हो गए फिर सब्जी हो गया तो मुझे ना वो उतनी अच्छी नहीं लगती थी तो फिर क्या करती थी या तो मैं आपनी बेस्ट फ्रेंड को खिला देती थी या फिर हम लोग क्या करते थे कि जैसे अह मतलब होता है ना कि क्लास मे बहुत लोग ऐसे होते हैं कि उनको अपना लंच नहीं चलते दूसरों का लंच अच्छा
990175,4,filler_आ,outputs\disfluency_clips\990175_4_filler_आ.wav,अच्छा लगता है जैसे कि अ बहुत लोग ऐसे थे मेरे क्लास में कि वो खुद रोटी भुजिया लेकर आए तो उनका मतलब उनको वह खराब लग रहा है लेकिन जैसे मैं रोटी भुजिया लेकर जाती थी तो उनको बहुत अच्छा लगता था
990175,5,filler_आ,outputs\disfluency_clips\990175_5_filler_आ.wav,तो मैं कभी उनको खिला देती थी कभी अपनी बेस्ट फ्रेंड को खिला देती थी या फिर कभी मेरी बेस्ट फ्रेंड जो है वो कोई अच्छा लंच लाइ है पास्ता मैगी नूडल्स ये सब लेके आई हैं तो फिर मैं उसका लंच आह मतलब हम लोग शेयर खाते थे या फिर मैं ही उस उसका खा जाती थी
990175,6,filler_मतलब,outputs\disfluency_clips\990175_6_filler_मतलब.wav,और फिर जैसे क्या है ना कि बचपन में मुझे मम्मी एक बहुत ही मतलब टेस्टी सा लंच देती थी। वो क्या करती थी कि जो वो होता है ना दाल फ्राइ जो होता है तो दाल फ्राइ बनाकर देती थी एंड उसके साथ ना वो होता है एक
990175,7,filler_तो,outputs\disfluency_clips\990175_7_filler_तो.wav,मैदा मैदा का न पूरी होता है तो वो मुझे देती थी वो मुझे बहुत पसंद था बहुत सारा तो मैं जिस दिन वो ले की जाती थी न मैं उस दिन किसी के साथ उसके साथ शेयर नहीं करती थी बस एक जो मेरी बेस्ट फ्रेंड है जो मेरे बगल में बैठती थी उस
990175,8,filler_तो,outputs\disfluency_clips\990175_8_filler_तो.wav,तो स्कूल में बस खिलाती थी जैसे कि मम्मी ने चार पुरिया दी है तो मैं उसको दो पुरी देती थी दो पूरी मै खाती थी तो यह फिर शरारतों के अगर बात करें
990175,9,filler_अह,outputs\disfluency_clips\990175_9_filler_अह.wav,"जैसे की अह अह गर्मी के महिने में तो मुझे भी कोई बाहर नहीं निकलने देता था, लेकिन जैसे जैसे ही शाम होती थी, तो जैसे जो मेरी अगल बगल की जो मतलब अह फ्रेंड लोग हैं, जो मेरे साथ स्कूल में थी, तो मैं उनके घर जाती थी, अब जैसे क्या है कि मेरा घर जो है वो"
990175,10,filler_तो,outputs\disfluency_clips\990175_10_filler_तो.wav,जैसे मेरा घर जो है ना वो मेन रोड पे है तो अब मुझे कोई बाहर नहीं निकलने था क्योंकि बोलते थे कि गारी तुम्हें ठोक के भाग जाएगी तुम बच्ची हो तो मतो मुझे भी डर लगता था लेकिन जैसे ही शाम होती थी ना तो मैं सारे फ्रेंड लोगों के साथ उनके घर पे जाती थी
990175,11,filler_अह,outputs\disfluency_clips\990175_11_filler_अह.wav,एंड हमलोग एक ही जगह को अड्डा बनाए हुए थे एक हम लोग का पार्क था उसमें हमलोग अपना मतलब खेलते थे एंड जैसे कि क्या है ना की अह उन लोगों का घर जो है ना की थोड़ा गली मे है तो गली में होती होती है हम लोग किसी के भी घर में नहीं मतलब ऐसे
990175,12,filler_मतलब,outputs\disfluency_clips\990175_12_filler_मतलब.wav,एक घर था उसके उनके यहाँ पे ना बकरी जो होता है ना बकरियाँ वो लोग पालते थे तो क्या होता था कि जैसे कभी उनके घर पे जो मतलब जो बकरी जो होती है वो छोटे छोटे बच्चें जो होते हैं बकरी के तो कभी अगर बच्चों ने जन्म लिया हो अ बकरियों के
990175,13,filler_आ,outputs\disfluency_clips\990175_13_filler_आ.wav,या फिर किसी गाय का जो बेबी हुआ हो तो हम लोग डैली उनको देखने जाते थे उनको खाना खिलाते खास देने से घास कि खिलाते थे पर या फिर जो गाय है उनको हम रोटी खिलाते थे यही सब किया है छुप छुप के जाना
990175,14,filler_आ,outputs\disfluency_clips\990175_14_filler_आ.wav,मैम मेरे इधर नेटवर्क ही ऐसा है मैं क्या कर सकती हूँ आच्छा आप बोल सकते हूँ ओके ओके आप बोल सकते हूँ कोई दिक्कत नहीं है हाँ हेलो
990175,16,filler_मतलब,outputs\disfluency_clips\990175_16_filler_मतलब.wav,मैम मतलब मेरे घर न थोड़ा है रहता है इशु
990175,17,filler_आ,outputs\disfluency_clips\990175_17_filler_आ.wav,ओके ओके तो मतलब मेरे इधर ना थोड़ा नेटवर्क का इशू रहता है तो आप टॉपिक पर कंटिन्यू कर सकते हो कोई दिक्कत नहीं है
990175,21,filler_मतलब,outputs\disfluency_clips\990175_21_filler_मतलब.wav,जैसे की ऐसा तो मतलब कुछ नहीं है लेकिन क्या था की हाँजी एक जो फैमिली थी ना तो ज जी।
990175,23,filler_आ,outputs\disfluency_clips\990175_23_filler_आ.wav,अभी भी नहीं आ रही है मैम
990175,24,filler_आ,outputs\disfluency_clips\990175_24_filler_आ.wav,अभी भी नही आ रही है।
526266,0,filler_आ,outputs\disfluency_clips\526266_0_filler_आ.wav,हां जी पहले बात करते हैं विवाह की तो इस मुवी में अ मुझे रोना आता है इसी वजह से कि अ हिरोइन जो होती है वो उनका मां बाप दोनों मर चुके होते हैं
526266,1,filler_आ,outputs\disfluency_clips\526266_1_filler_आ.wav,और उनको उनके चाचा चाची ने पालते हैं और फिर उन अ ओ मां के लिए तरसते हैं जब वो उनसे चाची से प्यार आ प्यार पाने के लिए लेकिन उनके चाची ने उनसे प्यार नहीं करते हैं
526266,2,filler_तो,outputs\disfluency_clips\526266_2_filler_तो.wav,उनके छोटे बेटी जो काले रंग की है तो वो उनसे जलती है ठीक है।तो फिर जब उनका शादी होने वाला था उनके अ उनके तो शादी।
526266,3,filler_आ,outputs\disfluency_clips\526266_3_filler_आ.wav,कल था जो आज के दिन होता है ना जो मंगलकृत्य होता है उसी दिन उनके घर पे आग लग जाती है तो फिर हीरोइन ने उनके बहन को बचाने के लिए भाग के जा
526266,4,filler_आ,outputs\disfluency_clips\526266_4_filler_आ.wav,कहते हैं उनको फिर बचा लेते हैं और फिर आ जब वो दोनों नीचे आते हैं तो उनके ऊपर उनका घर का वो जो लकड़ी का कुछ बना था ना ऊपर तो वो उनके ऊपर गिर जाता है हीरोइन के ऊपर गिर जाता है छोटी बहन को
526266,5,filler_आ,outputs\disfluency_clips\526266_5_filler_आ.wav,कर लेते हैं तो फिर उनका जो बदन है ना वो जल जाता है तो फिर मेडिकल में जाकर उनका चाची जब देखते उनका चाची के आंखों के सामने ये सब हुआ ना जब उनके चाची ने देखा तो अ
526266,6,filler_तो,outputs\disfluency_clips\526266_6_filler_तो.wav,बहुत रियलाइज किये कि मैं कितना लड़की को कितना गलत समझ रही थी उससे प्यार नहीं किया उसका शादी होने वाला था इस सब विदाई होने वाली थी और ये सब क्या घट गया मेरे लिए तो फिर उनके चाचा ने बोलते थे उसके खुब
526266,7,filler_आ,outputs\disfluency_clips\526266_7_filler_आ.wav,खूबसूरत बदन के लेके आप जलते थे लो उनका बदन ही जल गया पूरा चाचा जी बोलते थे उनके चाची को तो ये सीन देखकर मेरे को बहुत रोना आया और फिर ओजो हीरो होता है ना अ ओ उसको
526266,8,filler_उम,outputs\disfluency_clips\526266_8_filler_उम.wav,उम्म.पीछे डाल के कि उनका बदन कितना जल गया है क्या भी हुआ जो भी हो तो उनसे प्यार करते थे न उसको साइड में रख के उनसे शादी कर लिया तो ये देख के बहुत रोना आया मेरे को
526266,9,filler_आ,outputs\disfluency_clips\526266_9_filler_आ.wav,"तो फिर आपको कौन सि फिलिम आह लगा बोलिए,"
526266,16,filler_आ,outputs\disfluency_clips\526266_16_filler_आ.wav,अच्छा ठीक है और कुछ बताना है आपको इस बारे में
526266,20,filler_उम,outputs\disfluency_clips\526266_20_filler_उम.wav,तो तो फिर वो ही कम उम्र में गुजर जाते हैं तो ये दो बहन होते हैं एक छोटा भाई होता है तो उनके बड़े बहन का क्या करते हैं उनका अ मंगनी हो जाता है और फिर क्या होता है उनका पिताजी चले चल बसते हैं
526266,21,filler_तो,outputs\disfluency_clips\526266_21_filler_तो.wav,"और फिर वो दोनों भाई बहन को पढ़ाने के लिए शादी ही नहीं करते हैं , उनसे लेकिन वो जो अ उनके मंगेतर है ना उनसे बहुत प्यार करते हैं , उनको सपोर्ट करते हैं तो फिर उनके बड़े भाई ने बहुत मेहनत किया और म्यूजिक स्कूल खोले ।"
526266,22,filler_आ,outputs\disfluency_clips\526266_22_filler_आ.wav,बच्चे को म्यूजिक सिखाए और आ ऐसे करके बहन और भाई दोनों को पढ़ाई किए और फिर बहन को भी शादी करवाए भाई को भी शादी करवाए उस आ उस समय तक आ वो जो हते है ना उनके मंगेतर उनके वेट कर
526266,23,filler_आ,outputs\disfluency_clips\526266_23_filler_आ.wav,रहे उनको तो फिर उन दोनों छोटे भाई बहन का शादी हो गया फिर इन दोनों का शादी हुआ ठीक है वैसे ही आप कुछ बताइए
526266,27,filler_आ,outputs\disfluency_clips\526266_27_filler_आ.wav,जी जी अम्म दुःखद अंत और खुशहाल अंत की तुलना करें तो इस बारे में आप पहले बताईए
526266,29,filler_आ,outputs\disfluency_clips\526266_29_filler_आ.wav,"इन दोनों का कम्पेयर करें आप, कौन से सीन में आपको दुख लगा, कौन से सीन में खुशी लगा, उन दोनों का कंपेयर करें"
526266,32,repetition_जी,outputs\disfluency_clips\526266_32_repetition_जी.wav,जी जी
526266,34,filler_अह,outputs\disfluency_clips\526266_34_filler_अह.wav,हूं नहीं ये तो मैं कहना चाहूँगी कि उन दोनों का फिर से मिलन हो गया फिर उन दोनों का शादी भी हो गया कुछ गलत फेमी के वजह से अह शाहिद कपूर ने उनसे गुस्स
526266,36,filler_तो,outputs\disfluency_clips\526266_36_filler_तो.wav,हां तो जब पता चला फिर दोनों ने खुशी खुशी शादी कर ली एक साथ रुके
526266,37,filler_आ,outputs\disfluency_clips\526266_37_filler_आ.wav,यही है ना आपकी स्टोरी
